,Word,Senses,Glosa,PoS,SynsetPoS
33878,deliver,1,The commencement speaker presented a forceful speech that impressed the students,v,eng-30-00989602-v
33879,deliver,7,The students delivered a cry of joy,v,eng-30-00989869-v
33880,speechify,1,These ministers speechify on every occasion,v,eng-30-00990008-v
33881,approach,5,I was approached by the President to serve as his adviser in foreign matters,v,eng-30-00990392-v
33882,misdirect,3,misdirect the letter,v,eng-30-00991025-v
33883,enlighten,1,Can you enlighten me--I don't understand this proposal,v,eng-30-00991385-v
33884,post,2,I'll post the news on the bulletin board,v,eng-30-00991683-v
33885,gesticulate,1,He gestured his desire to leave,v,eng-30-00992041-v
33886,shake,9,shake one's head,v,eng-30-00992518-v
33887,telepathize,1,some people believe they can telepathize with others around the world,v,eng-30-00992804-v
33888,write,2,Please write to me every week,v,eng-30-00993014-v
33889,write_in,2,Many listeners wrote in after the controversial radio program,v,eng-30-00993453-v
33890,style,3,style a manuscript,v,eng-30-00993608-v
33891,encode,1,encode pictures digitally,v,eng-30-00993892-v
33892,code,2,We should encode the message for security reasons,v,eng-30-00994076-v
33893,transliterate,1,The Sanskrit text had to be transliterated,v,eng-30-00994682-v
33894,transcribe,4,The anthropologist transcribed the sentences of the native informant,v,eng-30-00994895-v
33895,transcribe,1,Transcribe the oral history of this tribe,v,eng-30-00995103-v
33896,notate,1,"Nowadays, you can notate an entire ballet; in the old days, the steps had to be memorized",v,eng-30-00995286-v
33897,Romanize,1,many shops in Japan now carry neon signs with Romanized names,v,eng-30-00995525-v
33898,rewrite,1,The student rewrote his thesis,v,eng-30-00995838-v
33899,revise,1,revise a thesis,v,eng-30-00996102-v
33900,amend,1,amend the document,v,eng-30-00996328-v
33901,sign,1,She signed the letter and sent it off,v,eng-30-00996485-v
33902,subscribe,2,Please sign here,v,eng-30-00996485-v
33903,ink,1,They inked the contract,v,eng-30-00997020-v
33904,autograph,1,The author autographed his book,v,eng-30-00997133-v
33905,countersign,1,You must countersign on this line of the contract,v,eng-30-00997432-v
33906,execute,7,The President executed the treaty,v,eng-30-00997659-v
33907,endorse,4,endorse cheques,v,eng-30-00997794-v
33908,record,2,They recorded her singing,v,eng-30-00998399-v
33909,write,8,boot-up instructions are written on the hard disk,v,eng-30-00998886-v
33910,overwrite,1,overwrite that file,v,eng-30-00999079-v
33911,erase,3,Who erased the files form my hard disk?,v,eng-30-00999815-v
33912,ring_up,1,Sally rang up Eve's purchase of tomatoes,v,eng-30-01000058-v
33913,manifest,2,each passenger must be manifested,v,eng-30-01000878-v
33914,set_forth,1,set forth one's reasons,v,eng-30-01001294-v
33915,premise,1,He premised these remarks so that his readers might understand,v,eng-30-01001467-v
33916,file,5,"File these bills, please",v,eng-30-01001643-v
33917,file,1,file for divorce,v,eng-30-01001857-v
33918,register,2,file a complaint,v,eng-30-01001857-v
33919,trademark,2,The company trademarked their new gadget,v,eng-30-01002161-v
33920,document,1,The parents documented every step of their child's development,v,eng-30-01002297-v
33921,film,1,take a scene,v,eng-30-01002740-v
33922,shoot,4,shoot a movie,v,eng-30-01002740-v
33923,photograph,1,I photographed the scene of the accident,v,eng-30-01003249-v
33924,snap,13,She snapped a picture of the President,v,eng-30-01003249-v
33925,retake,3,Please retake that scene,v,eng-30-01003588-v
33926,reshoot,1,We had to reshoot that scene 24 times,v,eng-30-01003741-v
33927,x-ray,2,The doctor x-rayed my chest,v,eng-30-01003885-v
33928,quote,4,Here the author is quoting his colleague,v,eng-30-01004403-v
33929,type,1,"type the acceptance letter, please",v,eng-30-01004692-v
33930,shift,10,She could not shift so all her letters are written in lower case,v,eng-30-01005049-v
33931,handwrite,1,You should handwrite the note to your guests,v,eng-30-01005209-v
33932,backspace,1,"To erase, you must backspace",v,eng-30-01005373-v
33933,spell_out,1,You should spell out your demands,v,eng-30-01005904-v
33934,sketch,2,sketch the outline of the book,v,eng-30-01006421-v
33935,outline,1,outline his ideas,v,eng-30-01006421-v
33936,block_out,4,We sketched out our plan,v,eng-30-01006699-v
33937,correspond,3,My Russian pen pal and I have been corresponding for several years,v,eng-30-01006810-v
33938,write,4,"Write her soon, please!",v,eng-30-01007027-v
33939,radio,1,he radioed for help,v,eng-30-01007495-v
33940,fax,1,Can you fax me the report right away?,v,eng-30-01007676-v
33941,sum_up,1,he summed up his results,v,eng-30-01007924-v
33942,summarize,1,I will now summarize,v,eng-30-01007924-v
33943,docket,1,Only 5 of the 120 cases docketed were tried,v,eng-30-01008719-v
33944,recapitulate,1,Let's recapitulate the main ideas,v,eng-30-01008903-v
33945,retrograde,4,retrograde arguments,v,eng-30-01009097-v
33946,state,1,He said that he wanted to marry her,v,eng-30-01009240-v
33947,say,1,tell me what is bothering you,v,eng-30-01009240-v
33948,tell,1,state your opinion,v,eng-30-01009240-v
33949,say,9,I say let's forget this whole business,v,eng-30-01009821-v
33950,get_out,4,I managed to get out a few words,v,eng-30-01009986-v
33951,declare,1,He declared that he needed more money to carry out the task he was charged with,v,eng-30-01010118-v
33952,profess,4,The teacher professed that he was not generous when it came to giving good grades,v,eng-30-01010690-v
33953,declare,7,Do you have anything to declare?,v,eng-30-01010852-v
33954,affirm,2,Before God I swear I am innocent,v,eng-30-01011031-v
33955,protest,3,The suspect protested his innocence,v,eng-30-01011542-v
33956,reaffirm,1,He reaffirmed his faith in the church,v,eng-30-01011923-v
33957,confirm,2,The witnesses confirmed the victim's account,v,eng-30-01012073-v
33958,reconfirm,1,You must reconfirm your flight reservations,v,eng-30-01012905-v
33959,stress,1,Dr. Jones emphasizes exercise in addition to a change in diet,v,eng-30-01013367-v
33960,topicalize,1,Speakers topicalize more often than they realize,v,eng-30-01013856-v
33961,point_up,1,This novel points up the racial problems in England,v,eng-30-01014186-v
33962,drive_home,2,drive home a point or an argument,v,eng-30-01014362-v
33963,ram_home,1,I'm trying to drive home these basic ideas,v,eng-30-01014362-v
33964,underscore,1,Her gesture emphasized her words,v,eng-30-01014609-v
33965,vouch,1,Will he vouch for me?,v,eng-30-01015104-v
33966,testify,2,The blood test showed that he was the father,v,eng-30-01015244-v
33967,bear_witness,1,Her behavior testified to her incompetence,v,eng-30-01015244-v
33968,presume,3,A restaurant bill presumes the consumption of food,v,eng-30-01015677-v
33969,allege,1,He alleged that he was the victim of a crime,v,eng-30-01016002-v
33970,aver,1,He said it was too late to intervene in the war,v,eng-30-01016002-v
33971,say,2,The registrar says that I owe the school money,v,eng-30-01016002-v
33972,predicate,2,The speech predicated the fitness of the candidate to be President,v,eng-30-01017001-v
33973,predicate,1,The predicate `dog' is predicated of the subject `Fido' in the sentence `Fido is a dog',v,eng-30-01017222-v
33974,swear_in,1,The speaker of the House swore in the new President,v,eng-30-01017501-v
33975,maintain,8,He maintained his innocence,v,eng-30-01017643-v
33976,demand,3,The bank demanded payment of the loan,v,eng-30-01017826-v
33977,demand,6,I demand an explanation,v,eng-30-01018065-v
33978,command,3,This speaker commands a high fee,v,eng-30-01018177-v
33979,claim,3,They claimed on the maximum allowable amount,v,eng-30-01018352-v
33980,remit,3,The taxes were remitted,v,eng-30-01018800-v
33981,stipulate,1,The will stipulates that she can live in the house for the rest of her life,v,eng-30-01018928-v
33982,qualify,5,The contract stipulates the dates of the payments,v,eng-30-01018928-v
33983,stipulate,2,They stipulated to release all the prisoners,v,eng-30-01019472-v
33984,assure,2,I tell you that man is a crook!,v,eng-30-01019643-v
33985,reassure,2,I reassured him that we were safe,v,eng-30-01019808-v
33986,note,1,She observed that his presentation took up too much time,v,eng-30-01020005-v
33987,observe,2,They noted that it was a fine day to go sailing,v,eng-30-01020005-v
33988,dash_down,1,She dashed off a letter to her lawyer,v,eng-30-01020594-v
33989,complete,5,"fill out this questionnaire, please!",v,eng-30-01020731-v
33990,fill_out,1,make out a form,v,eng-30-01020731-v
33991,note,4,she noted everything the teacher said that morning,v,eng-30-01020934-v
33992,arrange,2,Can you arrange a meeting with the President?,v,eng-30-01021629-v
33993,firm_up,1,firm up one's plans,v,eng-30-01021871-v
33994,specify,4,Could you please specify your criticism of my paper?,v,eng-30-01021973-v
33995,overgeneralize,1,It is dangerous to overgeneralize,v,eng-30-01022257-v
33996,universalize,1,This author's stories universalize old themes,v,eng-30-01022740-v
33997,mention,3,he was cited for his outstanding achievements,v,eng-30-01023071-v
33998,quote,1,He quoted the Bible to her,v,eng-30-01023259-v
33999,quote,3,He said he could quote several instances of this behavior,v,eng-30-01023574-v
34000,misquote,1,He had misquoted the politician,v,eng-30-01023781-v
34001,quote,2,quote prices for cars,v,eng-30-01023925-v
34002,mention,1,His name was mentioned in connection with the invention,v,eng-30-01024190-v
34003,invoke,2,He invoked the law that would save him,v,eng-30-01024864-v
34004,appeal,5,I appealed to the law of 1900,v,eng-30-01024864-v
34005,raise,19,raise the question of promotions,v,eng-30-01025246-v
34006,bring_up,6,bring up an unpleasant topic,v,eng-30-01025246-v
34007,call_up,1,The case was called up in court,v,eng-30-01025455-v
34008,slip_in,1,She slipped in a reference to her own work,v,eng-30-01025602-v
34009,drag_up,1,Drag up old stories,v,eng-30-01025785-v
34010,name,2,Many senators were named in connection with the scandal,v,eng-30-01026095-v
34011,identify,2,The almanac identifies the auspicious months,v,eng-30-01026095-v
34012,apply,9,He applied this racial slur to me!,v,eng-30-01026558-v
34013,allude,1,He alluded to the problem but did not mention it,v,eng-30-01026728-v
34014,drive,11,What are you driving at?,v,eng-30-01026975-v
34015,add,2,"`It doesn't matter,' he supplied",v,eng-30-01027174-v
34016,toss_in,1,"`I don't agree with this,' she tossed in",v,eng-30-01027361-v
34017,decree,1,The King only can decree,v,eng-30-01027508-v
34018,opine,1,John spoke up at the meeting,v,eng-30-01027668-v
34019,baptize,1,The parents had the child baptized,v,eng-30-01028079-v
34020,refer,7,Christians refer to the mother of Jesus as the Virgin Mary,v,eng-30-01028294-v
34021,style,1,They styled their nation `The Confederate States',v,eng-30-01028466-v
34022,name,1,They named their son David,v,eng-30-01028748-v
34023,call,1,The new school was named after the famous Civil Rights leader,v,eng-30-01028748-v
34024,rename,1,Many streets in the former East Germany were renamed in 1990,v,eng-30-01029212-v
34025,go_by,3,She goes by her maiden name again,v,eng-30-01029368-v
34026,label,1,These students were labelled `learning disabled',v,eng-30-01029852-v
34027,excommunicate,1,The gay priest was excommunicated when he married his partner,v,eng-30-01030397-v
34028,covenant,2,They covenanted with Judas for 30 pieces of silver,v,eng-30-01030832-v
34029,post,12,She was branded a loose woman,v,eng-30-01031109-v
34030,mail,2,send me your latest results,v,eng-30-01031256-v
34031,post,11,I'll mail you the paper when it's written,v,eng-30-01031256-v
34032,express,7,She expressed the letter to Florida,v,eng-30-01031756-v
34033,write,5,He wrote that he would be coming soon,v,eng-30-01031966-v
34034,airmail,1,Letters to Europe from the U.S. are best airmailed,v,eng-30-01032127-v
34035,register,9,I'd like to register this letter,v,eng-30-01032326-v
34036,e-mail,1,she e-mailed me the good news,v,eng-30-01032451-v
34037,network,1,You have to network if you want to get a good job,v,eng-30-01032840-v
34038,express-mail,1,Express-mail the documents immediately,v,eng-30-01033030-v
34039,disk-jockey,1,He has a job disk-jockeying on the weekend,v,eng-30-01033346-v
34040,cover,5,This book deals with incest,v,eng-30-01033527-v
34041,treat,4,The course covered all of Western Civilization,v,eng-30-01033527-v
34042,handle,3,The new book treats the history of China,v,eng-30-01033527-v
34043,sugarcoat,2,The mayor did not sugarcoat the reality of the tax cuts,v,eng-30-01033942-v
34044,discourse,1,The author talks about the different aspects of this question,v,eng-30-01034312-v
34045,talk_about,1,The class discussed Dante's `Inferno',v,eng-30-01034312-v
34046,talk_shop,1,"As soon as they met, the linguists started to talk shop",v,eng-30-01034766-v
34047,stonewall,1,Nixon stonewalled the Watergate investigation,v,eng-30-01034932-v
34048,agree,7,No two of my colleagues would agree on whom to elect chairman,v,eng-30-01035530-v
34049,compromise,1,nobody will get everything he wants; we all must compromise,v,eng-30-01035803-v
34050,whore,3,She whored herself to Hollywood,v,eng-30-01036047-v
34051,give_and_take,1,In life you have to give and take,v,eng-30-01036188-v
34052,compromise,3,The nuclear secrets of the state were compromised by the spy,v,eng-30-01036592-v
34053,chatter,5,The magpies were chattering in the trees,v,eng-30-01037303-v
34054,babble,2,The two women babbled and crooned at the baby,v,eng-30-01037650-v
34055,chat_up,1,The guys always try to chat up the new secretaries,v,eng-30-01037910-v
34056,flirt,1,My husband never flirts with other women,v,eng-30-01037910-v
34057,chew_the_fat,1,the men were sitting in the cafe and shooting the breeze,v,eng-30-01038666-v
34058,sign,5,He signed his disapproval with a dismissive hand gesture,v,eng-30-01039330-v
34059,signal,1,The diner signaled the waiters to bring the menu,v,eng-30-01039330-v
34060,signify,3,He signified his wish to pay the bill for our meal,v,eng-30-01039854-v
34061,mouth,2,She mouthed a swear word,v,eng-30-01040707-v
34062,close_up,4,The children shut up when their father approached,v,eng-30-01041061-v
34063,beckon,1,She waved to her friends,v,eng-30-01041415-v
34064,wave,1,He waved his hand hospitably,v,eng-30-01041415-v
34065,summon,2,summon a lawyer,v,eng-30-01041762-v
34066,dish_the_dirt,1,She won't dish the dirt,v,eng-30-01041954-v
34067,rumor,1,It was rumored that the next president would be a woman,v,eng-30-01042228-v
34068,hoot,1,"the toughs and blades of the city hoot and bang their drums, drink arak, play dice, and dance",v,eng-30-01042725-v
34069,grunt,1,He grunted his reluctant approval,v,eng-30-01043231-v
